Soil_pH,Nitrogen,Phosphorus,Potassium,Moisture_Content_%,Temperature_C,Historical_Yield_kg_ha,Crop_Yield_kg_ha
5.17,85.1,56.5,30.7,34.2,18.8,5108.0,4961.4
7.85,34.2,37.9,74.3,41.4,10.4,3692.4,2506.1
6.7,85.7,22.9,43.1,46.8,12.3,6178.2,5101.4
5.26,82.7,56.0,31.3,22.5,21.8,6216.8,5303.3
7.38,62.1,50.6,23.4,24.2,14.6,3824.1,3261.8
6.54,68.2,59.5,82.7,48.9,21.3,6837.6,6606.3
6.92,13.6,32.4,44.2,34.9,28.8,1453.5,1434.8
6.34,43.0,79.0,79.3,43.3,26.4,1020.2,1001.2
7.81,33.7,10.0,22.8,15.0,16.9,3284.0,2423.8
7.82,23.5,11.0,71.4,19.3,20.3,4606.6,4039.9
7.34,45.1,73.8,18.8,22.6,28.4,4775.2,4075.2
4.92,41.9,53.6,11.4,19.3,35.8,3858.7,2706.1
7.86,75.6,29.5,89.6,44.8,32.6,1749.3,1432.8
7.18,63.8,62.1,15.9,28.0,26.6,2023.0,1827.8
7.29,92.2,39.0,46.9,47.9,20.9,6112.9,6596.5
5.95,23.1,6.6,80.3,19.5,21.0,6207.5,5694.4
8.02,15.4,53.8,75.6,6.7,36.4,5043.4,3934.5
7.4,58.1,23.2,47.7,11.2,11.2,4985.3,3431.7
4.95,10.1,13.7,58.9,14.8,39.6,4586.1,2767.2
6.13,80.9,21.9,60.4,33.8,29.9,2217.6,2210.4
8.05,55.5,40.7,18.8,13.1,30.4,3569.5,2730.3
4.69,53.9,8.7,32.8,22.2,11.1,5175.4,3559.2
8.35,42.6,71.2,34.1,40.8,28.2,4223.5,3638.0
7.22,43.7,47.0,40.3,10.6,24.5,1111.5,1123.4
7.03,48.8,27.0,31.9,8.6,13.2,6721.3,5457.8
5.58,11.4,56.5,30.1,29.3,18.3,6068.9,5754.7
5.5,17.5,65.3,38.4,36.4,36.7,2563.3,2015.5
8.27,55.5,51.0,40.3,46.0,26.5,4698.8,4614.3
5.69,23.5,20.2,49.0,34.8,22.4,6539.4,5730.6
7.6,80.1,13.3,23.9,47.6,12.2,1576.1,1280.6
6.07,34.7,69.5,73.1,16.0,31.4,4018.2,3930.8
5.06,18.8,22.6,78.9,20.4,31.1,3737.5,3130.7
4.54,31.2,6.5,29.9,42.8,28.4,3461.2,3293.7
6.68,42.1,53.2,19.9,41.5,25.3,6013.5,6797.3
8.4,13.2,16.5,67.8,34.9,23.0,3283.9,3206.9
5.98,22.8,79.3,83.9,27.8,27.8,1382.0,1441.4
5.93,39.1,70.2,12.8,5.8,17.0,1395.0,1085.5
5.88,37.9,50.6,11.2,17.6,38.2,1256.5,967.8
6.58,82.0,67.5,24.7,12.1,27.7,3454.9,3148.8
6.26,85.9,40.3,64.8,7.3,19.3,5310.4,5023.7
8.02,27.4,64.1,87.2,39.9,23.5,2222.3,1976.6
6.52,21.2,53.5,70.0,10.9,34.2,4878.8,4435.9
6.53,67.1,7.1,55.8,21.1,14.8,5122.5,4535.9
5.05,82.4,76.2,66.0,49.0,18.8,2531.2,2424.3
8.43,96.7,69.6,28.5,23.4,30.4,4603.3,3655.0
5.5,10.6,76.5,65.1,11.4,19.5,5109.2,4750.9
4.79,47.2,59.9,35.7,36.0,33.8,3799.7,3327.8
7.15,76.1,35.9,27.8,41.4,13.9,3020.3,2574.5
6.88,84.6,20.5,28.9,17.6,32.9,4714.9,4434.3
6.16,15.6,18.5,63.4,41.4,12.1,6867.1,4953.8
6.19,71.3,15.9,71.4,17.2,10.4,3561.0,2707.1
7.64,36.0,21.5,56.5,36.2,36.9,3350.4,2592.7
5.28,16.7,46.3,15.1,10.6,27.4,3785.6,3165.4
7.78,54.0,56.3,13.0,24.3,20.6,1457.3,1347.7
7.09,24.2,28.6,27.4,28.4,17.0,4319.0,3896.0
6.18,76.3,46.2,32.9,37.6,28.5,2972.2,2762.9
6.33,76.7,30.6,42.4,34.3,25.3,1728.5,1947.7
5.53,85.8,57.2,16.1,43.4,39.7,3797.5,2583.1
7.51,44.0,79.1,68.0,13.3,39.5,1020.3,735.0
6.55,11.2,56.7,66.9,34.8,29.1,3410.7,3560.7
5.78,33.4,9.4,37.7,10.7,23.3,1634.4,1425.2
6.88,52.1,40.8,55.0,26.5,24.7,1145.8,1204.6
8.48,72.5,62.8,18.1,28.6,30.5,5946.9,5022.2
6.24,44.4,45.7,43.2,6.2,13.0,6497.5,5056.2
8.18,58.2,76.3,78.6,8.2,19.9,2246.0,1902.7
5.88,57.2,9.1,62.8,42.8,12.3,4235.8,3173.0
4.72,24.8,26.8,18.3,17.9,12.2,2667.7,1751.8
5.32,66.1,21.6,77.8,20.6,15.9,3961.5,3456.4
6.17,49.5,62.6,64.5,33.8,24.6,3619.8,3578.7
5.38,82.7,44.3,46.2,14.9,33.5,2614.3,1982.9
4.5,72.2,15.4,65.4,13.7,24.6,5202.4,4431.7
8.16,20.0,26.4,23.8,24.0,20.1,1758.9,1373.0
7.88,54.0,44.2,54.0,7.7,12.5,1318.4,851.9
7.47,73.2,79.7,59.4,46.3,26.5,5606.1,5435.7
5.17,17.8,32.3,84.2,47.3,18.1,4995.6,4156.9
4.98,81.3,16.8,15.4,25.2,28.4,3991.2,3438.2
4.77,30.0,42.3,40.0,14.4,39.3,3806.7,2355.5
7.4,55.3,28.3,84.9,26.2,13.3,3984.5,2863.7
8.22,94.7,47.4,27.4,9.5,16.4,3622.1,2858.8
6.22,61.4,40.0,75.1,22.9,24.2,3357.4,3620.8
4.98,48.2,56.7,10.1,8.3,39.1,3998.1,2759.7
6.55,10.6,73.6,12.1,36.8,33.2,4171.1,3752.7
5.9,22.0,20.0,36.2,17.4,36.9,5151.4,3840.3
6.0,62.1,66.6,71.5,28.4,20.0,5267.2,5147.6
6.99,54.4,76.2,18.3,5.6,39.8,3265.8,2470.1
7.37,42.7,33.0,40.6,28.6,13.1,3481.2,2749.3
4.94,93.1,13.5,20.5,5.1,11.6,3242.2,2018.6
4.64,39.9,66.6,27.9,46.6,35.7,4219.2,3356.4
8.48,58.3,57.6,50.2,27.6,37.8,3720.1,2684.8
5.43,61.2,21.0,35.5,9.5,12.7,6337.6,4557.5
4.72,57.5,38.4,27.0,20.3,13.4,5178.2,3825.5
5.26,53.0,48.3,41.5,7.1,11.0,6391.9,4557.7
4.66,40.3,17.7,66.1,28.9,13.1,5254.8,3496.9
6.07,91.8,58.6,19.6,10.5,16.3,6826.0,5696.3
7.71,50.6,56.7,48.4,26.3,39.1,4814.4,3678.7
5.86,57.6,71.5,32.0,18.7,30.0,6781.3,6247.2
6.28,69.1,47.5,40.3,39.3,33.4,1949.0,1601.3
7.2,16.1,48.1,75.7,26.7,33.3,1314.9,1184.2
6.54,80.3,51.5,84.4,43.2,26.1,4474.8,5332.1
7.95,56.1,25.5,29.4,47.4,33.9,6901.0,6160.0
7.96,69.1,61.9,60.4,48.6,27.9,3505.6,3348.2
4.54,79.5,54.7,64.1,16.7,19.4,2272.3,1941.0
7.61,88.7,67.9,77.4,39.5,26.8,4129.2,4287.8
6.34,45.3,62.6,81.9,24.7,26.0,4892.8,5325.4
8.46,83.0,52.9,47.4,24.2,34.7,2891.1,2323.7
6.43,33.3,17.1,88.6,44.1,39.5,5288.6,3856.8
8.45,69.4,73.9,87.7,11.6,22.3,6850.7,6618.3
7.52,19.2,32.5,50.5,26.5,32.9,6381.8,5714.7
5.49,11.8,77.3,53.4,31.7,13.0,2749.5,2086.3
6.65,18.6,35.1,63.4,8.0,33.3,2960.3,2301.5
8.47,38.7,15.9,39.9,43.9,21.1,3229.2,2963.9
7.93,12.8,71.4,63.0,19.1,11.2,3367.3,2302.7
4.89,66.7,64.6,51.1,34.6,20.9,1601.9,1547.5
7.33,38.5,64.0,12.8,46.8,28.3,5571.8,5256.2
5.88,76.3,11.7,78.2,37.4,13.6,3192.0,2484.2
4.53,14.1,70.9,85.2,44.9,37.7,6278.9,5029.0
6.11,29.5,49.7,12.1,8.1,12.3,6561.6,4939.7
5.44,46.7,40.3,73.1,27.2,37.9,1146.6,789.6
7.78,44.4,73.5,40.9,30.4,31.2,6931.0,6339.6
5.85,21.8,55.0,56.9,36.0,19.9,5260.1,5175.5
7.81,99.5,15.0,50.0,10.3,21.7,4122.4,3524.7
4.5,35.6,44.0,54.1,34.6,32.2,3337.2,3022.5
5.73,74.9,52.7,49.6,11.6,28.0,4111.1,3770.6
5.46,29.8,72.4,78.3,8.0,30.1,2947.7,2825.3
5.43,89.0,26.0,64.7,26.1,21.7,4736.1,4306.4
4.77,44.9,64.6,43.0,32.0,24.6,1557.9,1552.3
5.25,91.1,65.0,65.1,48.1,39.7,4726.7,3560.4
6.72,40.8,14.6,87.2,36.4,16.4,2652.1,2580.9
5.67,10.8,6.3,16.4,31.6,22.5,1105.8,1022.7
6.17,56.5,48.6,41.0,14.7,18.8,4316.2,3610.9
6.01,57.2,64.2,79.6,11.8,33.0,4470.7,4100.9
8.0,20.8,46.6,69.1,32.3,32.9,3559.4,2697.7
8.12,31.1,66.0,84.8,15.0,18.8,1433.7,1305.2
6.47,80.5,51.7,13.2,36.8,12.4,6360.1,4746.9
5.82,13.3,54.0,79.0,10.2,10.3,4668.6,3320.9
4.93,54.1,7.1,73.3,20.3,22.8,1694.3,1627.1
8.31,57.7,11.6,75.2,39.8,22.3,4065.6,3686.9
4.74,72.0,59.4,57.8,42.4,39.7,3983.5,3045.2
5.69,13.4,62.2,14.2,20.5,24.1,1362.4,1348.2
5.69,62.7,45.7,53.1,14.3,17.7,4641.2,3879.0
5.78,10.3,49.3,42.6,48.1,36.7,5850.0,4553.2
5.16,33.9,51.1,52.2,39.2,24.7,5494.0,5103.4
7.63,55.0,12.9,69.2,41.3,28.0,2217.8,2204.7
4.99,92.0,55.1,57.7,15.0,12.9,6173.8,4451.1
7.04,21.4,40.9,33.4,24.1,21.5,3055.3,2773.1
5.0,25.2,50.2,58.0,8.1,38.3,6679.1,5039.8
4.78,70.2,47.2,16.7,9.9,27.7,1430.5,1208.5
8.14,43.7,62.2,10.4,14.9,20.3,3917.3,3602.1
5.26,66.1,28.9,42.1,18.6,28.8,4582.7,4535.1
7.79,99.8,33.0,70.6,49.9,37.3,2485.9,2112.4
6.68,98.8,34.4,75.8,24.0,18.2,5628.3,4696.7
4.81,41.8,62.2,54.0,36.4,25.2,4761.4,5068.2
8.32,55.4,37.3,79.4,45.7,38.8,1108.7,764.7
5.49,91.4,18.3,20.1,16.1,15.2,4650.2,3566.8
7.94,18.3,78.7,87.1,11.5,31.6,3948.9,3644.9
5.18,50.7,42.0,83.7,15.9,28.4,2176.2,1951.5
7.92,44.0,13.2,57.9,44.7,30.4,6974.5,6492.8
4.55,36.5,55.3,14.7,35.0,20.5,6383.0,5379.5
6.55,99.5,60.4,46.3,25.3,19.4,2755.0,2566.9
7.58,76.0,42.5,24.3,41.9,30.5,4246.4,3985.8
8.24,45.0,53.5,60.3,15.7,16.5,2899.0,2498.8
8.14,84.6,18.0,25.2,15.8,22.6,5653.0,4885.3
7.78,54.1,32.6,48.5,30.5,15.6,6582.0,5068.1
8.05,88.6,17.1,26.5,40.6,10.2,3153.0,2015.1
5.3,34.0,34.0,24.5,16.7,39.1,5833.5,3791.5
5.64,30.1,47.2,29.8,14.5,23.0,3990.4,3576.7
5.66,32.3,38.2,12.3,26.3,39.1,3379.5,2207.4
6.01,58.5,49.5,67.3,11.0,14.2,6630.5,5337.7
6.07,36.2,42.6,34.5,38.7,27.6,4062.4,3754.1
6.68,23.2,28.8,65.8,31.0,16.0,3804.5,3291.0
5.14,99.5,15.8,62.3,28.1,33.7,5034.6,3912.2
7.26,91.0,24.0,15.3,44.3,33.5,2567.4,2438.4
5.17,67.2,20.1,35.0,38.0,13.4,2948.8,2191.5
5.74,90.2,58.1,55.3,11.7,37.4,6592.3,4600.4
6.51,94.2,66.5,83.5,23.9,15.8,5071.2,4810.6
7.69,70.8,59.0,42.1,19.5,28.4,5959.8,5409.7
7.46,56.7,53.3,50.4,41.1,39.6,2626.7,2068.3
7.08,89.4,28.1,70.0,37.4,36.5,4262.7,3372.7
5.12,61.1,58.3,74.3,26.2,38.7,6828.4,4974.3
6.69,21.4,50.4,83.9,42.1,20.3,2912.2,2839.2
4.85,43.0,8.5,49.8,23.5,13.2,1962.9,1448.9
6.01,50.1,73.1,25.5,41.2,15.7,4065.3,3462.3
6.15,94.2,11.0,71.2,6.4,25.0,3326.9,3364.6
4.66,69.3,42.7,20.0,11.1,33.8,1957.5,1555.7
5.6,88.8,43.5,43.5,39.0,14.5,6331.3,5159.1
8.32,78.2,67.8,60.3,10.1,29.8,6944.3,6198.5
8.31,37.9,73.5,65.3,35.8,19.7,4411.5,4086.2
5.91,74.7,75.5,68.6,37.6,20.2,5648.1,5777.8
4.67,27.6,47.7,25.5,34.8,29.9,6154.2,5335.7
5.22,46.7,55.9,88.5,41.8,24.0,5205.9,4774.8
6.07,82.5,11.6,24.3,28.0,34.4,1264.9,1115.2
8.29,65.1,41.6,17.7,45.4,14.7,1945.8,1665.4
5.06,84.3,72.3,63.1,30.6,33.7,1425.9,1234.5
7.55,32.9,39.2,82.8,27.9,11.9,1059.3,795.2
4.93,77.5,10.2,54.8,27.9,15.8,2836.0,2296.1
8.43,28.2,20.0,57.6,46.0,29.7,3354.1,3074.4
6.03,59.1,37.2,53.1,16.0,35.6,2446.2,2155.7
7.6,49.0,22.8,13.4,36.3,17.6,1387.6,1082.5
5.87,60.1,34.4,64.5,15.9,19.8,4179.2,3424.8
7.01,22.2,30.0,38.7,9.1,26.1,2639.9,2771.1
5.27,42.5,28.9,84.9,47.9,16.3,5776.2,4914.7
5.08,70.0,11.8,24.9,10.8,34.3,1048.3,823.9
8.25,60.3,71.2,34.2,35.9,33.2,6055.2,5284.3
8.17,59.4,57.0,50.4,24.1,14.4,6728.5,5422.0
8.05,56.0,51.8,48.2,42.7,23.9,5296.8,5410.3
7.0,94.9,50.5,42.0,39.8,33.2,5401.9,4836.0
7.73,94.1,34.7,35.2,11.5,20.1,6601.4,5881.7
4.78,42.4,66.7,21.8,26.1,29.0,2254.4,2094.5
5.84,41.7,74.8,75.7,6.2,11.5,6967.4,5446.1
5.75,59.9,5.4,45.9,24.3,28.3,5640.9,4908.8
7.04,18.6,10.9,55.8,36.5,14.6,5359.4,4192.8
5.92,37.3,55.6,53.7,15.4,34.9,3166.5,2510.1
5.09,30.8,22.7,56.0,41.5,20.7,4274.7,4056.0
6.89,30.1,73.4,66.4,7.4,18.4,4923.5,4225.9
7.76,67.5,55.1,60.4,6.6,35.2,4722.1,3446.8
6.03,44.6,32.6,31.9,6.2,11.5,5229.9,3406.2
5.03,25.4,36.1,54.3,17.6,21.9,1494.3,1434.2
5.29,89.9,56.8,29.6,26.0,21.1,3133.9,2861.5
5.45,88.7,15.6,57.1,9.8,18.5,3604.0,2962.1
5.7,87.6,71.3,44.6,49.9,37.4,2563.8,2107.5
7.07,45.2,5.4,13.2,50.0,32.5,2035.8,1682.6
6.9,15.1,78.4,68.7,28.4,11.9,1833.6,1392.1
7.28,19.6,17.6,32.0,30.6,31.4,3198.3,2941.1
5.95,34.8,60.7,83.6,46.7,25.8,3960.7,4430.7
7.8,29.8,8.0,32.4,39.6,37.0,1377.9,1098.0
5.32,88.7,37.4,89.7,12.6,19.4,6678.7,5855.3
6.38,98.8,52.3,47.0,40.7,27.2,5591.5,5744.1
7.7,83.5,10.3,12.1,15.4,25.0,5385.1,5536.7
5.22,75.7,38.2,16.1,24.4,24.7,2037.2,1864.6
4.94,63.0,27.7,16.6,29.0,23.7,4622.8,4574.4
8.03,79.3,42.4,14.5,37.3,16.2,4178.3,3705.7
5.87,95.2,42.8,31.4,11.8,32.7,6894.8,5619.3
7.24,64.1,63.9,36.0,8.4,23.5,5486.0,4960.2
4.6,23.9,14.3,18.9,44.0,38.8,4454.6,3124.9
7.26,24.7,11.2,45.1,42.2,17.8,6104.9,5086.3
5.76,62.5,35.1,39.2,28.5,30.5,1930.6,1890.0
4.72,40.0,71.6,60.9,34.8,38.2,1091.3,756.0
6.94,91.9,69.1,25.7,37.4,29.9,5141.4,4799.9
5.46,65.0,47.0,83.1,26.4,36.1,1589.9,1363.1
6.05,70.9,71.7,51.3,16.6,34.8,1692.6,1323.8
4.82,10.5,65.4,59.9,26.7,20.8,5468.1,5234.0
5.09,54.9,25.8,13.2,47.8,28.0,2623.2,2350.3
5.69,48.8,17.8,54.7,42.7,14.7,4771.8,4279.7
4.86,73.5,27.6,39.4,25.9,26.1,6504.4,5959.7
8.14,44.4,22.0,83.9,15.2,16.9,2898.8,2201.5
4.52,97.9,51.7,80.9,45.0,32.3,2302.9,1994.4
6.44,70.3,48.9,61.0,33.7,25.8,1639.4,1705.8
4.99,69.4,49.9,71.4,23.2,22.3,1782.8,1569.4
5.73,92.7,19.2,61.6,10.0,18.1,1373.3,1141.8
8.2,99.6,64.4,11.4,38.8,40.0,1525.9,1119.2
5.15,27.8,37.5,66.3,19.3,12.2,3592.0,2770.2
8.36,82.9,40.4,24.2,32.3,11.3,2925.2,2203.4
5.32,24.6,79.8,64.6,30.6,16.5,5239.4,4641.0
7.47,51.1,26.2,10.8,36.5,39.1,6221.4,4072.5
6.69,19.0,34.6,34.9,29.2,39.4,5708.6,4159.0
8.04,66.1,55.7,51.4,33.4,29.6,4183.8,3556.1
6.72,52.2,71.0,36.7,8.7,36.4,1614.7,1160.9
6.64,66.6,14.5,65.5,34.9,16.4,5258.6,4890.4
5.28,71.0,60.1,51.8,13.7,39.2,3177.0,2369.0
5.16,65.7,73.9,86.8,22.6,14.3,1513.9,1275.7
8.17,36.5,36.7,38.6,28.1,13.0,6054.8,4792.5
5.81,85.3,26.5,67.7,35.9,13.4,3029.3,2500.6
5.99,59.7,55.8,76.9,38.4,27.2,2309.5,2610.3
7.54,54.1,23.5,30.3,36.7,33.4,6228.7,5242.4
5.86,98.8,33.8,70.3,9.3,21.0,6412.8,6424.4
8.31,35.5,72.3,41.5,22.4,39.3,3033.8,1917.2
7.45,57.5,49.3,20.3,17.6,23.0,3128.8,2759.5
6.89,71.4,12.1,10.3,22.9,14.5,4477.8,3662.7
8.02,21.3,29.7,69.5,34.1,24.0,5400.6,4837.1
4.7,41.9,52.0,24.9,13.7,30.4,1378.9,1051.4
5.53,82.2,41.1,14.1,27.6,35.0,4560.1,3461.3
6.36,31.3,54.5,49.8,44.8,23.8,6716.9,7552.2
5.41,54.4,62.1,37.7,37.9,27.8,2572.6,2714.4
7.48,66.8,41.0,65.3,37.6,18.0,6453.0,5586.2
8.18,70.4,79.0,18.6,43.2,29.4,6701.0,6773.1
6.2,75.5,73.6,20.6,23.0,39.6,2614.9,2058.3
5.87,87.9,9.5,42.3,39.2,11.5,5525.2,4012.7
8.35,45.4,25.0,51.6,7.6,36.6,2432.7,1750.3
6.28,73.6,27.5,75.9,7.5,26.9,5425.7,5843.6
6.46,75.9,18.8,56.9,19.9,17.6,5784.5,5526.4
5.91,37.0,28.4,82.2,13.9,38.6,2483.2,1768.6
8.14,97.1,36.9,27.4,28.3,24.5,5295.2,4955.8
6.78,87.9,8.9,57.7,13.2,20.0,5872.6,5750.3
7.55,36.1,14.5,62.4,48.9,15.4,3151.5,2674.4
7.75,70.8,12.2,68.1,43.3,17.3,2006.2,1631.5
5.87,74.6,8.5,89.1,49.2,35.0,1551.8,1299.3
6.23,48.8,41.1,47.4,41.3,28.4,4452.3,4607.7
7.89,87.7,30.0,39.5,47.8,37.4,6868.6,4968.9
5.95,72.1,75.2,78.2,21.6,17.0,5937.7,5439.7
7.68,69.2,12.7,24.1,27.4,13.6,3615.0,2875.0
8.26,29.9,74.5,13.0,15.8,10.2,4219.7,2663.6
6.99,46.7,11.5,45.5,33.6,25.2,2677.2,2707.9
7.47,49.1,51.4,29.8,40.5,39.9,1978.4,1560.4
7.72,76.0,23.6,41.7,27.4,30.8,3892.5,3604.4
7.88,65.7,67.0,88.9,18.3,19.3,3781.0,3529.9
6.08,17.7,9.6,37.9,27.8,36.3,4131.6,3259.2
4.71,37.7,76.4,66.6,7.8,33.5,6716.8,4949.2
6.11,52.6,8.5,30.0,37.5,10.5,4623.4,3495.1
7.2,76.3,23.1,34.3,25.3,34.5,4634.6,4032.3
6.3,76.9,39.8,29.5,45.4,19.0,1768.1,1529.1
7.5,54.1,61.7,55.8,46.5,14.5,6978.9,5380.3
5.93,20.5,76.3,28.1,10.6,16.8,5637.1,4655.2
7.04,36.4,37.1,67.5,49.8,24.1,6263.2,6555.7
5.25,32.9,61.8,64.4,48.6,22.7,3485.8,3805.5
7.5,80.3,59.5,43.7,33.2,18.7,4012.8,3333.0
6.68,26.2,47.8,12.0,42.1,15.2,4132.5,3412.0
5.32,51.8,56.8,11.8,5.8,32.9,2164.6,1842.5
5.67,70.4,7.9,52.6,48.7,39.7,5136.9,3922.3
7.49,96.8,38.1,77.1,25.5,33.3,6417.9,5574.9
6.43,99.9,63.9,57.9,45.9,18.9,1982.2,2053.4
5.36,95.8,40.6,44.9,22.3,17.3,1517.9,1171.3
8.37,74.6,70.5,80.6,40.5,16.5,5429.3,4981.6
7.36,77.2,67.5,25.8,23.8,14.1,2639.2,1973.4
8.33,78.3,69.8,38.8,21.3,26.5,4743.2,4079.6
6.21,87.6,14.7,55.2,47.6,28.2,5174.6,5130.4
6.4,95.7,23.3,33.3,36.5,31.2,2931.5,2885.7
8.09,50.1,7.2,89.8,42.8,30.4,5890.9,5020.6
6.6,47.5,78.7,46.2,29.5,18.8,4299.9,3675.0
7.33,51.4,22.7,14.1,46.3,19.9,6214.0,5282.5
5.51,69.4,32.5,24.1,38.3,30.4,5579.8,4861.2
6.29,79.8,25.6,52.6,8.2,20.5,6211.5,5329.4
4.99,88.3,8.0,54.0,39.5,16.4,1121.0,912.4
5.32,51.1,24.6,88.7,5.8,21.2,2461.0,2049.6
4.5,42.7,12.4,58.0,42.3,18.2,1540.0,1257.7
4.66,98.5,34.6,63.3,19.9,12.6,3652.5,2627.2
8.41,30.9,77.5,27.1,31.9,34.9,6339.8,5159.8
5.47,30.0,57.4,18.5,38.7,35.6,3805.2,2888.1
7.15,74.4,58.0,58.2,33.7,16.6,6098.3,5337.1
7.86,26.2,39.0,79.2,35.3,11.9,2963.1,2340.4
6.7,45.9,65.8,57.0,45.2,32.2,3037.4,3133.6
5.11,36.3,73.1,45.4,21.8,16.3,6373.4,5229.1
7.41,25.2,77.1,56.3,29.6,21.8,3554.9,3362.0
6.9,62.2,12.4,47.5,12.9,11.9,5738.6,4370.0
7.43,43.6,71.0,21.4,26.0,16.8,2419.9,2035.0
7.58,51.6,21.9,69.3,11.8,33.8,6692.8,5015.3
8.4,27.6,34.8,52.6,33.5,34.1,4447.5,3482.5
6.79,79.1,30.9,41.9,19.6,16.2,5555.9,5190.2
5.87,38.3,55.6,54.8,43.7,20.1,1537.1,1517.6
7.09,40.8,49.8,29.3,20.5,14.0,3956.0,2982.4
4.77,32.7,13.2,44.2,17.9,12.2,6406.2,4865.2
8.09,49.1,63.7,59.8,27.1,39.8,6262.2,4255.5
4.98,51.7,38.0,28.1,12.9,29.7,1280.9,1074.4
5.81,57.7,5.2,69.9,14.2,26.3,2822.2,2803.2
7.76,97.1,36.1,51.7,40.2,33.0,3659.9,3225.6
6.89,91.4,43.7,78.9,27.4,35.2,2033.6,1653.2
6.07,64.8,10.2,77.8,14.3,34.2,5380.0,4433.6
6.39,13.5,16.3,49.6,6.4,10.5,2107.1,1435.9
7.92,65.1,79.5,25.6,26.0,15.6,3079.8,2602.7
5.86,18.1,70.3,68.9,38.4,29.6,4979.7,4415.3
7.98,73.9,15.0,43.5,20.8,21.3,3892.5,3665.3
4.85,45.1,48.5,57.6,16.2,39.5,5431.4,3438.3
7.61,85.4,33.4,18.6,22.8,30.0,6767.2,5814.9
7.89,94.8,45.8,60.5,48.2,38.7,1699.3,1250.9
5.23,47.5,40.3,39.9,24.0,16.0,5257.4,4659.0
6.22,51.4,8.6,36.7,16.7,35.9,2382.1,1917.2
5.16,63.1,28.7,88.4,30.6,19.6,3486.9,3315.8
7.33,27.7,14.4,44.6,41.5,39.7,1197.2,879.0
6.64,93.5,41.7,64.2,6.0,14.7,1815.4,1627.1
7.04,49.0,73.0,60.2,30.1,25.5,2918.7,2846.2
5.29,25.0,79.7,18.3,42.6,33.8,3051.9,2624.6
5.35,78.6,75.8,69.8,14.7,23.0,6397.5,6521.2
4.67,29.7,78.9,35.9,46.5,24.0,5450.9,5494.2
5.79,22.9,6.1,73.9,31.0,39.6,6833.1,5323.9
6.74,60.7,59.7,58.6,28.3,22.8,4594.4,4769.0
7.93,70.4,25.5,35.4,48.4,28.1,2450.3,2507.7
7.17,61.3,69.9,38.5,10.8,11.6,2965.9,2035.1
6.24,69.1,66.0,68.5,38.3,35.3,2919.0,2411.7
8.31,20.4,36.8,54.0,41.8,29.4,2959.0,2626.6
7.38,52.8,40.5,63.5,27.0,22.1,5037.8,5181.2
8.22,42.1,24.9,22.7,5.3,10.5,4184.8,2674.8
6.61,97.6,26.7,73.0,28.6,27.8,3312.5,3457.3
5.54,14.5,78.6,35.6,11.9,10.4,1894.5,1282.8
4.71,36.8,71.7,59.6,30.3,10.0,1132.8,825.7
7.4,94.8,19.4,19.2,38.2,28.5,2313.0,2090.4
4.99,98.5,25.7,35.7,28.9,15.7,1644.8,1351.8
5.71,84.2,13.1,61.9,33.4,15.8,5712.7,4916.8
6.63,16.8,79.2,31.9,9.7,29.6,1675.0,1513.1
6.76,60.5,73.0,80.4,9.4,11.6,5345.4,4215.8
6.9,46.0,46.4,62.9,43.3,19.4,3314.0,2875.2
5.17,82.6,57.0,79.6,7.2,14.5,1440.3,1186.5
6.02,15.0,61.1,41.6,17.8,27.4,5876.4,5477.5
6.97,27.7,20.3,12.7,47.2,29.9,4477.8,4491.4
8.38,54.0,75.1,56.1,25.6,31.6,2414.6,1959.2
7.41,24.2,44.5,37.1,35.4,17.7,6368.1,5193.7
8.19,72.3,11.9,45.9,15.0,12.7,1271.5,886.6
7.55,83.9,34.8,64.5,17.2,12.4,2210.9,1751.6
6.87,73.4,50.1,66.1,27.9,22.8,5512.3,5813.4
5.27,49.6,31.5,12.2,33.7,38.4,5256.3,3749.6
7.17,89.1,57.4,71.5,48.2,16.5,2735.6,2704.5
6.99,22.4,71.2,49.5,30.8,17.7,1372.1,1201.1
6.91,33.4,62.9,54.5,9.3,13.0,6148.5,4563.8
6.46,54.1,53.2,33.8,21.5,28.2,2882.2,2626.5
6.61,15.5,43.4,43.7,16.0,30.4,2174.3,1808.7
5.84,18.6,24.1,66.8,16.4,29.3,4096.4,3613.8
6.58,45.8,39.1,72.1,27.7,35.8,6461.4,4951.4
5.29,94.9,27.0,41.0,19.2,24.6,1261.3,1228.1
7.72,91.8,75.1,65.3,18.0,14.0,5594.8,4713.9
5.24,51.9,73.0,30.6,48.6,18.7,4434.8,4019.3
4.84,22.8,16.7,76.6,31.3,29.9,3552.7,3109.1
6.24,26.0,66.7,58.8,16.8,28.4,5464.5,4988.0
7.13,44.0,57.7,72.0,17.4,25.9,6794.9,6347.1
6.25,28.9,78.1,48.2,41.5,30.5,2375.2,2162.7
5.61,17.5,39.7,28.3,44.9,29.1,1861.9,1787.3
6.73,70.6,59.2,44.3,35.6,36.4,6477.3,5492.0
5.89,62.3,43.8,40.5,24.4,27.6,5013.7,4602.9
8.23,36.2,10.2,36.6,39.4,33.4,3627.9,2884.0
8.19,80.1,8.5,27.0,47.2,17.5,4439.6,3835.1
6.51,79.8,14.2,70.7,12.5,30.3,5473.7,5346.9
5.81,54.2,27.2,16.9,43.8,37.1,5638.2,4303.4
7.45,18.7,24.4,81.0,43.2,21.6,6519.4,6018.1
